customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,churned
3298,1,-0.44177295439277764,0,0,-1.2002122764736234,1,2,1,0,0,0,0,0,0,0,1,2,0.39886734049864436,1514,1
864,0,-0.44177295439277764,1,0,-0.10115743583158582,1,0,2,1,1,1,1,1,1,0,0,0,-1.5025489958460367,4204,1
5432,0,-0.44177295439277764,1,0,-0.30468611002455576,1,0,2,1,1,1,1,1,1,1,1,0,-1.4842980536996218,3443,0
1200,1,-0.44177295439277764,1,1,0.7943687306174818,1,2,2,1,1,1,1,1,1,2,0,3,-1.3399496930870676,485,0
380,0,2.2636062032690805,0,0,0.5501343215859179,1,2,1,2,2,2,0,2,2,1,1,2,1.495583045842304,3308,1
4730,1,-0.44177295439277764,0,0,-0.9559778674420595,1,0,1,0,0,0,0,0,0,0,1,2,0.18483356441796028,3931,0
74,0,-0.44177295439277764,1,0,-0.5489205190561197,1,2,1,0,0,0,0,2,0,0,1,2,0.7273842991341125,803,0
3862,0,-0.44177295439277764,0,0,-0.8338606629262776,1,0,0,0,2,0,0,0,0,0,1,2,-0.5153389433808665,4009,0
4469,1,2.2636062032690805,1,0,0.5094285867473239,1,2,1,0,2,2,2,2,0,1,1,0,1.1206091435614158,3090,0
4637,0,-0.44177295439277764,1,1,0.14307697319997809,1,2,1,2,0,2,0,2,2,0,1,1,1.313073624378155,2528,0
3455,1,-0.44177295439277764,0,0,0.22448844287716607,1,2,1,0,2,2,0,0,2,0,1,1,1.0011484313303363,2536,0
1886,1,-0.44177295439277764,1,1,-1.2816237461508113,1,0,2,1,1,1,1,1,1,0,0,3,-1.5174815848749215,1173,0
809,1,-0.44177295439277764,1,0,-0.9152721326034655,1,2,1,0,0,2,0,2,2,0,1,2,1.113972437326356,64,1
2039,1,-0.44177295439277764,1,1,-0.7931549280876836,1,0,0,0,0,0,0,0,0,0,0,0,-0.6679831867872458,3709,0
1810,1,-0.44177295439277764,0,0,-0.5896262538947137,1,2,0,0,0,2,2,2,2,1,1,1,0.5664441729339085,627,1
1407,0,-0.44177295439277764,1,0,0.18378270803857208,0,1,0,2,0,0,2,2,0,2,0,2,-0.6480730680820658,834,0
1512,1,-0.44177295439277764,0,1,-1.1188008067964355,1,0,2,1,1,1,1,1,1,0,0,1,-1.4793205240233267,332,0
2512,1,-0.44177295439277764,0,0,-0.8745663977648716,1,0,1,0,2,0,0,0,0,0,0,2,0.33250027814804467,4906,1
5625,1,-0.44177295439277764,0,1,1.2828375486806096,1,0,1,0,2,0,2,2,2,0,1,1,1.135541732590301,4043,0
2653,1,-0.44177295439277764,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,2,0,0,3,-0.3112602266527725,3660,0
2242,1,2.2636062032690805,1,0,0.18378270803857208,1,2,1,0,0,0,0,2,2,0,1,2,0.9148712502745568,2395,1
3907,0,-0.44177295439277764,1,1,0.631545791263106,1,2,1,2,2,0,0,2,2,0,1,1,1.3379612727596297,3386,0
892,1,2.2636062032690805,1,0,-0.5082147842175256,1,2,1,0,0,0,0,2,2,0,1,2,0.9828974891839214,1169,1
4920,0,-0.44177295439277764,0,0,-0.2639803751859618,1,2,0,2,2,0,0,2,0,0,1,0,0.15165003324266044,1064,0
458,0,-0.44177295439277764,0,0,-0.10115743583158582,1,0,2,1,1,1,1,1,1,2,0,1,-1.5108448786398618,3827,0
5100,0,-0.44177295439277764,0,0,1.4863662228735797,1,2,0,2,2,0,2,0,0,2,1,3,0.06537285218688103,3126,0
645,1,-0.44177295439277764,1,1,1.2421318138420157,1,2,0,2,2,2,2,2,2,2,1,1,0.8120023036311275,3712,0
2767,1,-0.44177295439277764,1,0,-1.1188008067964355,1,0,2,1,1,1,1,1,1,0,0,3,-1.5125040551986266,388,1
2755,1,-0.44177295439277764,1,0,0.26519417771576004,1,0,2,1,1,1,1,1,1,2,1,0,-1.4760021709057967,4815,0
387,1,-0.44177295439277764,0,1,-1.1595065416350294,1,2,1,0,2,0,0,2,2,0,1,2,1.2201597370873154,2501,1
2085,1,-0.44177295439277764,1,0,1.1200146093262338,1,2,1,0,0,2,0,2,2,2,0,1,1.2019087949409006,3981,0
3100,1,-0.44177295439277764,1,1,-0.5489205190561197,1,2,1,0,0,2,2,2,2,0,0,2,1.273253386967795,1304,1
3803,0,-0.44177295439277764,1,0,-0.8745663977648716,1,2,1,0,2,0,0,2,2,0,1,2,1.2301147964399053,230,1
688,0,2.2636062032690805,0,0,-0.06045170099299184,1,2,1,0,2,0,0,2,2,0,1,2,1.1620885575305409,2201,1
97,1,-0.44177295439277764,0,0,-0.10115743583158582,1,0,1,2,2,2,0,0,0,0,1,1,0.642766294637098,1648,0
2134,1,-0.44177295439277764,0,0,0.8350744654560759,1,2,2,1,1,1,1,1,1,2,0,3,-1.3382905165283026,418,0
4830,0,-0.44177295439277764,0,0,-1.1188008067964355,1,0,1,0,2,0,2,0,2,0,1,2,0.8103431270723621,3144,1
294,1,2.2636062032690805,0,0,0.7536629957788878,1,2,1,0,2,0,0,0,0,1,1,0,0.4868036981131887,2720,0
1190,0,-0.44177295439277764,1,0,1.5677776925507676,1,2,0,2,2,2,2,2,2,2,0,1,0.8086839505135972,4139,0
1360,0,-0.44177295439277764,0,1,1.1607203441648277,1,2,2,1,1,1,1,1,1,2,1,1,-1.3250171040581826,715,0
1955,1,2.2636062032690805,0,0,-0.9966836022806536,1,0,1,0,2,0,0,0,0,0,1,2,0.31756768911915967,3978,1
4955,1,-0.44177295439277764,1,0,-0.9152721326034655,1,0,0,2,0,0,2,0,0,0,1,1,-0.3311703453579522,3766,0
4087,0,-0.44177295439277764,1,0,-0.8338606629262776,0,1,0,0,0,2,0,2,2,0,1,0,-0.5004063543519814,4039,0
4854,1,-0.44177295439277764,1,0,1.3642490183577978,1,2,0,0,0,0,2,0,2,0,0,2,-0.03583691789778363,2912,0
3762,1,-0.44177295439277764,0,0,-0.3453918448631497,1,0,0,2,2,0,2,0,0,0,0,0,-0.14866092389380306,647,0
5093,0,-0.44177295439277764,1,1,-1.1595065416350294,1,0,0,0,2,0,2,0,0,0,0,3,-0.2797358720362375,1571,1
2796,0,-0.44177295439277764,0,0,-1.1595065416350294,1,2,1,0,2,0,0,0,2,0,1,2,0.7970697146022425,2447,1
3810,0,-0.44177295439277764,0,1,0.1023712383613841,1,0,0,2,2,0,0,0,0,1,0,1,-0.30960105009400735,1308,0
3722,0,2.2636062032690805,0,0,0.5094285867473239,1,0,1,2,2,0,2,0,0,0,1,0,0.689223238282518,2587,0
3592,1,-0.44177295439277764,0,0,1.3235432835192036,1,2,1,2,0,2,2,2,2,1,1,1,1.495583045842304,4502,0
3716,0,-0.44177295439277764,1,1,-0.7524491932490895,1,0,1,0,0,0,0,0,2,0,1,0,0.5299422886410788,243,0
1320,0,-0.44177295439277764,1,1,1.1607203441648277,0,1,0,2,2,0,2,0,2,1,1,0,-0.4722003528529765,2128,0
5383,1,-0.44177295439277764,1,1,1.4456604880349857,1,0,1,2,0,2,0,0,0,2,0,1,0.5116913464946635,3587,0
3711,0,-0.44177295439277764,1,1,-0.38609757970174374,1,0,0,2,2,0,2,0,0,1,1,3,-0.2382564580671127,422,0
3956,0,-0.44177295439277764,0,0,0.9164859351332638,1,0,1,0,2,2,0,0,0,0,1,2,0.5515115839050234,3077,0
2361,1,-0.44177295439277764,1,1,1.4863662228735797,1,2,2,1,1,1,1,1,1,2,0,0,-1.3432680462045974,968,0
2605,0,-0.44177295439277764,1,0,-1.0373893371192475,1,0,0,2,0,2,2,2,2,0,0,0,0.5415565245524336,3839,0
4283,0,-0.44177295439277764,1,1,1.6084834273893616,1,2,1,2,0,0,0,0,0,2,0,0,0.4685527559667738,3801,0
838,0,-0.44177295439277764,1,1,1.1607203441648277,1,0,0,2,0,0,0,0,0,1,1,0,-0.5053838840282764,2031,0
4768,1,2.2636062032690805,1,0,1.2828375486806096,1,0,1,2,0,2,0,0,0,1,0,1,0.5100321699358986,3408,0
4736,0,2.2636062032690805,1,0,-0.019745966154397852,1,2,1,0,0,0,0,2,2,0,1,2,0.9380997220972668,2009,1
3760,0,-0.44177295439277764,0,0,-1.2816237461508113,1,2,1,0,0,2,0,0,0,0,1,3,0.4851445215544238,4808,1
352,1,-0.44177295439277764,0,0,-1.2002122764736234,1,0,1,2,0,0,2,0,0,0,1,3,0.5763992322864984,1391,0
1684,1,-0.44177295439277764,0,1,-1.2002122764736234,1,0,2,1,1,1,1,1,1,0,0,0,-1.4842980536996218,3392,0
4919,0,-0.44177295439277764,1,0,1.6084834273893616,1,2,0,2,0,2,2,2,2,2,1,1,0.6460846477546283,3999,0
2409,0,-0.44177295439277764,0,1,-0.2639803751859618,0,1,0,0,0,2,0,0,0,0,1,3,-1.1657361544167435,4783,0
610,1,-0.44177295439277764,0,0,0.26519417771576004,1,0,1,2,0,2,0,2,2,2,1,2,1.1786803231181906,2602,0
4880,0,-0.44177295439277764,0,0,-1.2816237461508113,1,0,2,1,1,1,1,1,1,0,0,3,-1.5058673489635668,1179,0
4867,0,-0.44177295439277764,0,0,-1.2816237461508113,1,0,2,1,1,1,1,1,1,0,1,3,-1.5075265255223318,1178,0
2431,0,-0.44177295439277764,1,1,0.9571916699718578,1,0,1,0,0,0,0,2,2,1,0,0,0.7954105380434776,3370,0
4755,0,2.2636062032690805,1,0,0.428017117070136,1,2,1,0,0,2,2,2,2,1,1,2,1.4142833944628193,3096,1
1130,0,-0.44177295439277764,0,1,-1.2816237461508113,1,2,2,1,1,1,1,1,1,0,0,3,-1.3117436915880627,1704,0
2766,1,-0.44177295439277764,0,0,-0.1418631706701798,1,2,0,0,2,2,0,0,2,1,0,1,0.1981069768880804,1242,0
4155,1,-0.44177295439277764,0,0,-1.2409180113122174,1,2,1,0,2,0,0,0,0,0,1,2,0.5664441729339085,1108,1
3897,1,-0.44177295439277764,0,0,1.4456604880349857,1,0,1,0,2,2,0,0,0,1,0,1,0.4868036981131887,3638,0
5270,1,-0.44177295439277764,1,1,1.4049547531963917,1,2,1,0,2,0,0,0,2,0,1,0,0.8169798333074222,4128,0
1661,0,-0.44177295439277764,1,1,-0.5489205190561197,1,2,2,1,1,1,1,1,1,2,1,0,-1.3283354571757127,3173,0
4656,1,-0.44177295439277764,1,1,1.3642490183577978,0,1,0,0,2,2,0,2,2,2,1,1,-0.2714399892424126,2547,0
4466,0,-0.44177295439277764,1,0,-1.1595065416350294,0,1,0,2,0,0,0,0,0,0,1,2,-1.1906238027982183,433,0
1877,0,-0.44177295439277764,1,1,-0.9559778674420595,1,0,2,1,1,1,1,1,1,2,0,3,-1.4992306427285067,1373,0
3781,1,2.2636062032690805,1,0,0.8350744654560759,1,2,1,0,2,2,0,2,2,0,1,2,1.2915043291142099,3649,1
5292,0,-0.44177295439277764,0,0,-0.38609757970174374,1,0,2,1,1,1,1,1,1,0,1,3,-1.5075265255223318,3196,0
5159,0,-0.44177295439277764,1,0,0.7129572609402939,1,2,1,2,2,0,2,2,2,1,0,2,1.4474669256381192,3727,1
1129,1,-0.44177295439277764,0,0,-1.2409180113122174,1,0,1,0,2,0,0,0,0,0,0,2,0.33250027814804467,736,0
581,0,-0.44177295439277764,1,0,1.0793088744876398,1,0,2,1,1,1,1,1,1,1,0,3,-1.4793205240233267,399,0
246,1,-0.44177295439277764,1,1,1.2421318138420157,1,2,0,2,2,2,0,2,2,2,0,1,0.6162194696968583,3618,0
5020,0,-0.44177295439277764,1,0,-0.30468611002455576,1,0,0,2,2,0,2,0,2,0,1,3,0.2030845065643751,1102,0
5597,0,-0.44177295439277764,0,0,-0.7524491932490895,1,2,1,0,0,2,0,0,0,0,1,2,0.5150096996121938,116,1
5235,1,-0.44177295439277764,1,0,1.3235432835192036,1,2,0,2,2,2,0,0,0,1,0,1,0.07035038186317573,2938,0
4660,1,2.2636062032690805,1,0,1.4863662228735797,0,1,0,2,2,0,0,2,2,2,0,1,-0.2780766954774726,2705,0
769,0,-0.44177295439277764,1,1,-0.4675090493789317,1,0,1,0,2,0,0,0,0,0,1,0,0.3026351000902746,804,1
3221,1,-0.44177295439277764,1,1,0.428017117070136,1,2,1,2,0,2,2,0,0,1,1,1,0.873391836305432,2745,0
4970,1,2.2636062032690805,1,0,1.5677776925507676,1,2,1,2,2,2,2,0,0,1,1,2,0.8982794846869069,4215,0
5566,1,-0.44177295439277764,0,1,-0.5489205190561197,0,1,0,0,0,0,0,0,0,0,1,1,-1.3134028681468275,3755,0
189,0,-0.44177295439277764,0,0,0.30589991255435406,1,0,2,1,1,1,1,1,1,2,0,1,-1.5025489958460367,4947,0
5067,0,-0.44177295439277764,0,0,-0.9559778674420595,1,2,1,0,0,0,0,0,2,0,1,2,0.6095827634617982,4863,1
1226,1,-0.44177295439277764,0,0,1.0386031396490458,1,2,1,0,2,2,0,2,2,1,1,0,1.27159421040903,3954,1
1453,0,-0.44177295439277764,0,0,-1.2816237461508113,1,0,2,1,1,1,1,1,1,0,0,0,-1.4942531130522119,1186,0
5495,1,-0.44177295439277764,1,1,0.590840056424512,1,2,1,2,2,2,2,2,2,1,1,0,1.6100662283970886,3562,0
3194,0,-0.44177295439277764,1,0,1.0386031396490458,1,2,0,2,0,2,2,2,2,2,1,2,0.642766294637098,3343,0
1876,1,-0.44177295439277764,0,0,0.30589991255435406,1,2,1,0,2,2,0,2,2,0,1,3,1.2516840917038503,2803,0
1035,0,-0.44177295439277764,0,0,0.346605647392948,1,2,0,0,0,2,2,0,2,1,1,2,0.12178485518489039,1965,0
4790,1,-0.44177295439277764,1,0,1.4049547531963917,1,0,1,2,2,0,0,2,2,1,1,1,1.1936129121470758,4286,0
204,1,2.2636062032690805,0,0,0.06166550352279012,1,0,1,0,2,2,0,2,2,1,1,2,1.1587702044130104,2303,0
5124,1,-0.44177295439277764,0,0,-1.2002122764736234,1,0,2,1,1,1,1,1,1,0,1,3,-1.5207999379924515,3548,0
4721,0,2.2636062032690805,1,0,1.1200146093262338,1,2,1,2,2,2,2,2,2,2,1,0,1.696343409452868,4391,0
2334,0,2.2636062032690805,0,0,-0.9966836022806536,1,0,1,0,0,2,0,2,2,0,1,2,0.9015978378044367,4549,1
3920,1,-0.44177295439277764,1,1,-0.7117434584104956,1,2,1,0,0,0,0,0,0,0,1,0,0.33084110158927976,167,1
3980,1,-0.44177295439277764,0,0,1.4456604880349857,1,2,1,2,2,2,0,0,2,2,1,0,1.233433149557435,4504,0
896,1,2.2636062032690805,1,0,1.5677776925507676,1,2,2,1,1,1,1,1,1,2,0,1,-1.3100845150292975,1048,0
1014,0,-0.44177295439277764,0,0,1.0386031396490458,1,2,1,2,0,0,0,0,0,0,1,0,0.4934404043482487,3091,0
5179,1,2.2636062032690805,0,0,-1.2409180113122174,1,0,2,1,1,1,1,1,1,0,0,2,-1.5174815848749215,2540,0
912,0,-0.44177295439277764,1,1,-0.7524491932490895,1,0,1,0,2,0,2,0,2,0,1,1,0.8202981864249524,311,1
3908,0,-0.44177295439277764,1,0,1.5677776925507676,1,0,2,1,1,1,1,1,1,2,1,0,-1.461069581876912,708,0
3756,1,-0.44177295439277764,0,0,-0.7524491932490895,1,2,1,0,2,0,0,2,2,0,1,2,1.1819986762357204,610,1
4178,0,-0.44177295439277764,0,0,-1.0780950719578415,0,1,0,2,2,0,2,0,2,0,0,1,-0.46390447005915153,2119,0
1943,1,-0.44177295439277764,1,1,-0.7117434584104956,1,0,0,0,2,2,2,0,2,0,1,3,0.15165003324266044,115,0
862,1,-0.44177295439277764,1,1,0.9978974048104517,1,0,1,0,2,2,0,2,2,1,1,1,1.0824480827098208,3713,0
3408,0,-0.44177295439277764,0,0,1.3642490183577978,1,0,0,2,2,2,0,0,0,2,1,0,-0.1254324520710933,2752,0
1019,1,2.2636062032690805,1,0,1.4863662228735797,1,2,1,0,2,0,0,2,0,0,1,2,0.8302532457775423,4028,1
1701,0,-0.44177295439277764,1,0,1.4456604880349857,1,0,0,2,0,0,2,0,0,1,0,0,-0.29964599074141746,2631,0
546,1,2.2636062032690805,0,1,0.9571916699718578,1,0,1,2,0,0,0,2,2,1,0,1,0.9911933719777464,3527,0
4000,1,2.2636062032690805,0,0,0.1023712383613841,1,2,1,0,0,2,0,2,2,0,1,2,1.1322233794727707,2334,1
2559,0,-0.44177295439277764,1,1,0.428017117070136,1,0,0,0,0,0,0,2,0,0,0,2,-0.29135010794759253,1697,1
4005,1,-0.44177295439277764,1,0,-0.06045170099299184,1,0,0,0,0,2,2,0,2,0,1,1,0.04878108659923111,1310,0
3304,0,-0.44177295439277764,1,1,0.020959768684196134,1,0,0,2,2,2,0,0,0,1,1,3,-0.21502798624440272,1233,0
1926,1,-0.44177295439277764,0,0,-1.2816237461508113,1,0,1,0,0,0,0,0,0,0,1,2,0.14667250356636527,4370,1
1406,1,-0.44177295439277764,0,0,0.46872285190873,1,0,1,0,0,2,2,2,2,2,0,0,1.1670660872068355,2978,0
1392,0,-0.44177295439277764,1,1,0.9978974048104517,1,0,0,2,2,0,0,0,0,1,0,2,-0.38094564212090193,2108,0
4877,1,-0.44177295439277764,0,1,1.5270719577121736,1,2,0,2,2,0,2,0,0,1,0,0,0.0006649663950462456,3116,0
5477,1,-0.44177295439277764,0,0,-1.2816237461508113,1,0,2,1,1,1,1,1,1,0,0,1,-1.472683817788267,1285,0
735,1,-0.44177295439277764,1,1,0.9164859351332638,1,0,0,0,0,2,2,0,0,2,1,1,-0.3212152860053623,2151,0
5234,1,2.2636062032690805,1,0,-0.1418631706701798,1,2,1,0,0,0,0,2,2,0,1,2,0.9795791360663916,1821,1
3110,0,-0.44177295439277764,0,0,0.020959768684196134,1,2,0,2,2,0,0,0,0,0,1,3,-0.13372833486491825,1325,0
5242,1,2.2636062032690805,1,0,-1.1595065416350294,1,2,1,0,0,0,0,0,0,0,0,2,0.33250027814804467,2123,1
1662,1,-0.44177295439277764,0,0,1.5270719577121736,0,1,0,0,0,0,2,0,2,2,1,3,-0.82560495986992,1919,0
2338,1,-0.44177295439277764,0,0,0.1023712383613841,1,2,2,1,1,1,1,1,1,0,1,2,-1.3051069853530026,5109,0
3052,0,-0.44177295439277764,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,0,0,1,3,-0.6331404790531808,79,0
4765,1,2.2636062032690805,1,0,-0.9152721326034655,1,2,1,0,0,2,0,0,2,0,1,2,0.8252757161012472,5129,1
1011,1,-0.44177295439277764,1,1,-1.2816237461508113,1,0,1,0,2,0,0,0,0,0,0,1,0.32088604223668943,4602,0
3565,1,-0.44177295439277764,0,0,-0.06045170099299184,1,0,2,1,1,1,1,1,1,2,0,0,-1.477661347464562,3994,0
3841,1,2.2636062032690805,0,0,-0.10115743583158582,1,2,1,2,0,0,0,0,2,0,1,1,0.8485041879239571,1775,0
2379,1,2.2636062032690805,1,1,1.1200146093262338,1,2,1,2,2,0,0,0,2,0,1,2,0.9397588986560317,3824,0
697,0,-0.44177295439277764,1,1,1.6084834273893616,1,2,0,2,0,2,2,0,0,2,0,0,0.06371367562811567,3235,0
4536,1,-0.44177295439277764,0,0,-1.1595065416350294,1,0,2,1,1,1,1,1,1,0,1,1,-1.4677062881119718,4946,0
4636,1,-0.44177295439277764,1,1,-1.1595065416350294,1,0,1,0,0,0,0,0,0,0,1,3,0.15330920980142534,1946,0
2253,0,-0.44177295439277764,0,0,-0.30468611002455576,1,0,1,0,2,2,0,2,2,0,1,2,1.1471559685016557,1583,1
3739,1,-0.44177295439277764,1,0,1.5270719577121736,1,2,0,2,0,0,2,2,2,2,1,1,0.39886734049864436,3539,0
4722,1,-0.44177295439277764,0,0,-1.2816237461508113,1,0,2,1,1,1,1,1,1,0,1,3,-1.4760021709057967,1283,0
5621,0,-0.44177295439277764,0,0,-0.5489205190561197,1,0,2,1,1,1,1,1,1,0,0,3,-1.4942531130522119,2519,0
4274,0,-0.44177295439277764,0,0,-1.2816237461508113,1,0,2,1,1,1,1,1,1,0,0,3,-1.5075265255223318,1178,1
25,0,-0.44177295439277764,1,1,-0.8338606629262776,1,0,2,1,1,1,1,1,1,2,0,0,-1.480979700582092,1478,0
2236,1,-0.44177295439277764,0,0,1.6084834273893616,1,0,2,1,1,1,1,1,1,2,0,0,-1.5141632317573919,608,0
1278,0,-0.44177295439277764,0,0,-1.2409180113122174,1,0,2,1,1,1,1,1,1,0,0,3,-1.480979700582092,2799,0
4365,1,-0.44177295439277764,1,1,0.06166550352279012,1,0,1,0,2,2,0,2,0,0,1,2,0.8269348926600121,2133,0
2192,1,-0.44177295439277764,0,0,0.18378270803857208,0,1,0,2,2,0,2,0,0,2,1,3,-0.8090131942822701,572,0
1195,1,2.2636062032690805,1,1,1.0386031396490458,1,2,1,2,2,0,2,0,0,1,1,0,0.8269348926600121,3466,0
1999,1,-0.44177295439277764,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,0,1,3,-0.6430955384057709,3066,0
2185,0,2.2636062032690805,0,0,-1.2816237461508113,1,0,1,0,0,0,0,0,0,0,1,2,0.20972121279943517,4478,0
4413,1,-0.44177295439277764,0,0,-1.2816237461508113,1,2,0,0,0,0,0,0,0,0,1,2,-0.4804962356468015,3390,1
3461,1,-0.44177295439277764,1,0,1.6084834273893616,1,2,0,2,2,2,2,0,0,2,0,3,0.10685226615600583,3263,0
142,0,2.2636062032690805,1,1,-0.8338606629262776,0,1,0,0,0,0,2,0,0,0,1,3,-1.1823279200043932,2448,0
485,0,-0.44177295439277764,0,0,-1.2409180113122174,1,0,2,1,1,1,1,1,1,0,0,3,-1.5075265255223318,2141,1
2874,0,-0.44177295439277764,1,0,0.590840056424512,1,0,2,1,1,1,1,1,1,2,0,0,-1.5025489958460367,5148,0
4298,1,-0.44177295439277764,1,1,-1.0780950719578415,1,0,0,0,0,0,0,0,0,0,1,0,-0.6746198930223056,1778,1
2879,0,-0.44177295439277764,0,0,1.1200146093262338,0,1,0,2,0,2,0,2,2,2,0,2,-0.37596811244460704,2235,0
3634,0,2.2636062032690805,0,0,-1.2409180113122174,1,0,1,0,2,0,0,2,0,0,1,0,0.6261745290494481,879,0
2090,1,-0.44177295439277764,1,0,0.7536629957788878,1,0,0,2,2,2,2,2,2,2,1,1,0.6278337056082129,2936,0
5534,0,-0.44177295439277764,1,1,1.6084834273893616,1,2,1,2,2,2,0,2,2,2,0,1,1.4806504568134191,4796,0
5218,1,-0.44177295439277764,1,0,1.6084834273893616,1,2,0,2,2,2,0,2,2,2,1,2,0.6742906492536329,3992,0
655,0,-0.44177295439277764,1,1,0.7943687306174818,1,2,2,1,1,1,1,1,1,2,0,3,-1.3897249898500175,382,0
2133,0,-0.44177295439277764,1,0,1.5677776925507676,1,2,0,2,2,2,2,2,2,2,0,1,0.9380997220972668,4183,0
5580,0,-0.44177295439277764,1,0,-0.1825689055087738,1,2,2,1,1,1,1,1,1,1,0,3,-1.3067661619117676,4277,0
2973,1,2.2636062032690805,1,0,1.5677776925507676,0,1,0,2,2,2,2,0,0,2,0,1,-0.6165487134655309,2310,0
5606,1,-0.44177295439277764,1,1,1.4456604880349857,1,0,1,2,0,0,2,2,2,2,1,2,1.1488151450604207,4247,0
4226,1,-0.44177295439277764,0,0,-1.2816237461508113,1,0,1,0,0,0,0,0,0,0,1,2,0.17985603474166512,4428,0
